date	Treat_veg	Treat_OTC	Flunctional_group	Species	Plot	Position	vh 	vw 	nlc	nb	lll 	Dia 						
2022-01-23	withveg	noOTC	Shrub	Leucosidea_sericea	1.2	12	NA	NA	NA	NA	NA	NA						
2022-03-22	withveg	noOTC	Shrub	Leucosidea_sericea	1.3	12	NA	NA	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Succulent	Aloe_maculata	2.5	1	14	196	11	NA	NA	NA						
2022-01-23	noveg	noOTC	Succulent	Aloe_maculata	2.5	1	10	300	12	NA	10	NA						
2022-03-22	noveg	noOTC	Succulent	Aloe_maculata	2.5	1	6	289	13	NA	6	NA						
2021-11-17	noveg	noOTC	Succulent	Cotyledon_orbiculata	2.5	6	7	56	7	NA	10	NA						
2022-01-23	noveg	noOTC	Succulent	Cotyledon_orbiculata	2.5	6	9	63	5	NA	7	NA						
2022-03-22	noveg	noOTC	Succulent	Cotyledon_orbiculata	2.5	6	8	156	8	NA	8	NA						
2021-11-17	noveg	noOTC	Succulent	Euphorbia_clavarioides	2.5	11	NA	NA	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Succulent	Euphorbia_clavarioides	2.5	11	3	156	NA	NA	3	NA						
2022-03-22	noveg	noOTC	Succulent	Euphorbia_clavarioides	2.5	11	3	144	NA	NA	3	NA						
2021-11-17	noveg	noOTC	Shrub	Cotoneaster	2.5	2	4	16	7	0	1	1						
2022-01-23	noveg	noOTC	Shrub	Cotoneaster	2.5	2	1	1	2	0	1	0.5						
2022-03-22	noveg	noOTC	Shrub	Cotoneaster	2.5	2	NA	NA	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Shrub	Buddleja_loricata	2.5	5	65	980	13	7	10	5.35						
2022-01-23	noveg	noOTC	Shrub	Buddleja_loricata	2.5	5	58	468	5	5	4	8.99						
2022-03-22	noveg	noOTC	Shrub	Buddleja_loricata	2.5	5	68	285	1	5	6	7.15						
2021-11-17	noveg	noOTC	Shrub	Leucosidea	2.5	12	37	156	NA	6	3	3.9						
2022-01-23	noveg	noOTC	Shrub	Leucosidea	2.5	12	33	70	6	3	1	3.37						
2022-03-22	noveg	noOTC	Shrub	Leucosidea	2.5	12	35	108	7	3	1	4.43						
2021-11-17	noveg	noOTC	Geophyte	Scilla	2.5	4	7	16	NA	NA	4	NA						
2022-01-23	noveg	noOTC	Geophyte	Scilla	2.5	4	9	49	10	NA	4	NA						
2022-03-22	noveg	noOTC	Geophyte	Scilla	2.5	4	9	36	6	NA	5	NA						
2021-11-17	noveg	noOTC	Geophyte	Watsonia_socialis	2.5	7	44	6	4	NA	44	NA						
2022-01-23	noveg	noOTC	Geophyte	Watsonia_socialis	2.5	7	40	2	3	NA	40	NA						
2022-03-22	noveg	noOTC	Geophyte	Watsonia_socialis	2.5	7	26	6	3	NA	26	NA						
2021-11-17	noveg	noOTC	Geophyte	Xerophyta_viscosa_	2.5	10	8	100	NA	NA	8	NA						
2022-01-23	noveg	noOTC	Geophyte	Xerophyta_viscosa_	2.5	10	13	81	NA	NA	13	NA						
2022-03-22	noveg	noOTC	Geophyte	Xerophyta_viscosa_	2.5	10	13	121	NA	NA	13	NA						
2021-11-17	noveg	noOTC	Grass	Eragrostis_capensis	2.5	3	30	49	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Grass	Eragrostis_capensis	2.5	3	30	120	NA	NA	NA	NA						
2022-03-22	noveg	noOTC	Grass	Eragrostis_capensis	2.5	3	29	196	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Grass	Aristidia_juciformis	2.5	8	40	72	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Grass	Aristidia_juciformis	2.5	8	30	64	NA	NA	NA	NA						
2022-03-22	noveg	noOTC	Grass	Aristidia_juciformis	2.5	8	21	100	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Grass	Melinis_nerviglumis_	2.5	9	13	126	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Grass	Melinis_nerviglumis_	2.5	9	NA	NA	NA	NA	NA	NA						
2022-03-22	noveg	noOTC	Grass	Melinis_nerviglumis_	2.5	9	NA	NA	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Succulent	Aloe_maculata	3.1	1	9	169	9	NA	NA	NA						
2022-01-23	withveg	withOTC	Succulent	Aloe_maculata	3.1	1	10	169	11	NA	7	NA						
2022-03-22	withveg	withOTC	Succulent	Aloe_maculata	3.1	1	7	196	11	NA	8	NA						
2021-11-17	withveg	withOTC	Succulent	_Euphorbia_clavarioid	3.1	6	NA	NA	NA	NA	NA	NA						
2022-01-23	withveg	withOTC	Succulent	_Euphorbia_clavarioid	3.1	6	3	143	NA	NA	3	NA						
2022-03-22	withveg	withOTC	Succulent	_Euphorbia_clavarioid	3.1	6	5	256	NA	NA	5	NA						
2021-11-17	withveg	withOTC	Succulent	Cotyledon_orbiculata	3.1	11	7	65	4	NA	7	NA						
2022-01-23	withveg	withOTC	Succulent	Cotyledon_orbiculata	3.1	11	7	80	4	NA	7	NA						
2022-03-22	withveg	withOTC	Succulent	Cotyledon_orbiculata	3.1	11	7	72	5	NA	7	NA						
2021-11-17	withveg	withOTC	Shrub	Cotoneaster	3.1	2	12	50	11	2	1	1.1						
2022-01-23	withveg	withOTC	Shrub	Cotoneaster	3.1	2	9	9	0	2	0	1.3						
2022-03-22	withveg	withOTC	Shrub	Cotoneaster	3.1	2	8	1	3	1	1	3.6						
2021-11-17	withveg	withOTC	Shrub	Cliffortia	3.1	5	50	414	10	1	NA	4.89						
2022-01-23	withveg	withOTC	Shrub	Cliffortia	3.1	5	56	442	25	9	1	5.35						
2022-03-22	withveg	withOTC	Shrub	Cliffortia	3.1	5	56	528	25	2	1	5.82						
2021-11-17	withveg	withOTC	Shrub	Buddleja_salvifolia	3.1	12	25	375	15	3	8	4.9						
2022-01-23	withveg	withOTC	Shrub	Buddleja_salvifolia	3.1	12	27	238	8	7	8	4.05						
2022-03-22	withveg	withOTC	Shrub	Buddleja_salvifolia	3.1	12	30	308	2	2	7	4.26						
2021-11-17	withveg	withOTC	Geophyte	Scilla	3.1	4	2	4	NA	NA	2	NA						
2022-01-23	withveg	withOTC	Geophyte	Scilla	3.1	4	8	25	4	NA	8	NA						
2022-03-22	withveg	withOTC	Geophyte	Scilla	3.1	4	6	49	4	NA	6	NA						
2021-11-17	withveg	withOTC	Geophyte	Xerophyta_viscosa_	3.1	7	6	25	NA	NA	6	NA						
2022-01-23	withveg	withOTC	Geophyte	Xerophyta_viscosa_	3.1	7	7	25	NA	NA	7	NA						
2022-03-22	withveg	withOTC	Geophyte	Xerophyta_viscosa_	3.1	7	8	36	NA	NA	7	NA						
2021-11-17	withveg	withOTC	Geophyte	Watsonia_socialis	3.1	10	30	3	3	NA	NA	NA						
2022-01-23	withveg	withOTC	Geophyte	Watsonia_socialis	3.1	10	30	2	NA	NA	NA	NA						
2022-03-22	withveg	withOTC	Geophyte	Watsonia_socialis	3.1	10	27	1	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Grass	Eragrostis_capensis	3.1	3	40	224	NA	NA	NA	NA						
2022-01-23	withveg	withOTC	Grass	Eragrostis_capensis	3.1	3	60	256	NA	NA	NA	NA						
2022-03-22	withveg	withOTC	Grass	Eragrostis_capensis	3.1	3	37	240	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Grass	Aristidia_juciformis	3.1	8	20	6	NA	NA	NA	NA						
2022-01-23	withveg	withOTC	Grass	Aristidia_juciformis	3.1	8	23	81	3	NA	NA	NA						
2022-03-22	withveg	withOTC	Grass	Aristidia_juciformis	3.1	8	18	81	NA	NA	NA	NA						
2021-11-17	withveg	withOTC	Grass	Melinis_nerviglumis_	3.1	9	13	100	NA	NA	NA	NA						
2022-01-23	withveg	withOTC	Grass	Melinis_nerviglumis_	3.1	9	NA	NA	NA	NA	NA	NA						
2022-03-22	withveg	withOTC	Grass	Melinis_nerviglumis_	3.1	9	NA	NA	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Succulent	Aloe_maculata	3.4	1	7	100	7	NA	7	NA						
2022-01-23	withveg	noOTC	Succulent	Aloe_maculata	3.4	1	5	132	8	NA	5	NA						
2022-03-22	withveg	noOTC	Succulent	Aloe_maculata	3.4	1	6	144	7	NA	6	NA						
2021-11-17	withveg	noOTC	Succulent	_Euphorbia_pulvinata	3.4	6	9	210	NA	NA	9	NA						
2022-01-23	withveg	noOTC	Succulent	_Euphorbia_pulvinata	3.4	6	8	266	NA	NA	8	NA						
2022-03-22	withveg	noOTC	Succulent	_Euphorbia_pulvinata	3.4	6	8	225	NA	NA	8	NA						
2021-11-17	withveg	noOTC	Succulent	Cotyledon_orbiculata	3.4	11	8	70	13	NA	7	NA						
2022-01-23	withveg	noOTC	Succulent	Cotyledon_orbiculata	3.4	11	7	64	14	NA	5	NA						
2022-03-22	withveg	noOTC	Succulent	Cotyledon_orbiculata	3.4	11	8	64	14	NA	5	NA						
2021-11-17	withveg	noOTC	Shrub	Cotoneaster	3.4	2	5	16	4	4	1	1.5						
2022-01-23	withveg	noOTC	Shrub	Cotoneaster	3.4	2	4	24	1	4	NA	1						
2022-03-22	withveg	noOTC	Shrub	Cotoneaster	3.4	2	4	4	1	4	1	1.25						
2021-11-17	withveg	noOTC	Shrub	Cliffortia	3.4	5	NA	NA	NA	NA	NA	NA						
2022-01-23	withveg	noOTC	Shrub	Cliffortia	3.4	5	32	247	9	3	1	4.2						
2022-03-22	withveg	noOTC	Shrub	Cliffortia	3.4	5	24	220	25	5	2	3.92						
2021-11-17	withveg	noOTC	Shrub	Buddleja_salvifolia	3.4	12	22	240	12	2	20	3.8						
2022-01-23	withveg	noOTC	Shrub	Buddleja_salvifolia	3.4	12	28	240	10	2	4	4.2						
2022-03-22	withveg	noOTC	Shrub	Buddleja_salvifolia	3.4	12	28	364	8	2	5.5	6.57						
2021-11-17	withveg	noOTC	Geophyte	Scilla	3.4	4	5	10	2	NA	5	NA						
2022-01-23	withveg	noOTC	Geophyte	Scilla	3.4	4	NA	NA	NA	NA	NA	NA						
2022-03-22	withveg	noOTC	Geophyte	Scilla	3.4	4	6	36	2	NA	6	NA						
2021-11-17	withveg	noOTC	Geophyte	Crinum_bulbispermum	3.4	7	16	9	4	NA	16	NA						
2022-01-23	withveg	noOTC	Geophyte	Crinum_bulbispermum	3.4	7	6	4	4	NA	6	NA						
2022-03-22	withveg	noOTC	Geophyte	Crinum_bulbispermum	3.4	7	17	90	5	NA	17	NA						
2021-11-17	withveg	noOTC	Geophyte	Watsonia_socialis	3.4	10	25	16	3	NA	25	NA						
2022-01-23	withveg	noOTC	Geophyte	Watsonia_socialis	3.4	10	NA	NA	NA	NA	NA	NA						
2022-03-22	withveg	noOTC	Geophyte	Watsonia_socialis	3.4	10	NA	NA	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Grass	Eragrostis_capensis	3.4	3	39	90	NA	NA	NA	NA						
2022-01-23	withveg	noOTC	Grass	Eragrostis_capensis	3.4	3	20	64	NA	NA	NA	NA						
2022-03-22	withveg	noOTC	Grass	Eragrostis_capensis	3.4	3	38	100	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Grass	Aristidia_juciformis	3.4	8	NA	8.3	25	NA	NA	NA						
2022-01-23	withveg	noOTC	Grass	Aristidia_juciformis	3.4	8	22	100	NA	NA	NA	NA						
2022-03-22	withveg	noOTC	Grass	Aristidia_juciformis	3.4	8	25	63	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Grass	Melinis_nerviglumis_	3.4	9	20	100	NA	NA	NA	NA						
2022-01-23	withveg	noOTC	Grass	Melinis_nerviglumis_	3.4	9	NA	NA	NA	NA	NA	NA						
2022-03-22	withveg	noOTC	Grass	Melinis_nerviglumis_	3.4	9	NA	NA	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Succulent	Aloe_maculata	3.5	1	20	400	17	NA	20	NA						
2022-01-23	noveg	noOTC	Succulent	Aloe_maculata	3.5	1	17	529	15	NA	17	NA						
2022-03-22	noveg	noOTC	Succulent	Aloe_maculata	3.5	1	13	324	17	NA	13	NA						
2021-11-17	noveg	noOTC	Succulent	Euphorbia_pulvinata	3.5	6	6	150	NA	NA	6	NA						
2022-01-23	noveg	noOTC	Succulent	Euphorbia_pulvinata	3.5	6	6	210	NA	NA	6	NA						
2022-03-22	noveg	noOTC	Succulent	Euphorbia_pulvinata	3.5	6	6	225	NA	NA	6	NA						
2021-11-17	noveg	noOTC	Succulent	Euphorbia_clavarioides	3.5	11	NA	NA	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Succulent	Euphorbia_clavarioides	3.5	11	4.5	155	NA	NA	4.5	NA						
2022-03-22	noveg	noOTC	Succulent	Euphorbia_clavarioides	3.5	11	4	225	NA	NA	4	NA						
2021-11-17	noveg	noOTC	Shrub	Pyracantha	3.5	2	9	80	9	4	1	1.58						
2022-01-23	noveg	noOTC	Shrub	Pyracantha	3.5	2	8	36	3	4	0.5	0.9						
2022-03-22	noveg	noOTC	Shrub	Pyracantha	3.5	2	8	30	7	3	1	1.58						
2021-11-17	noveg	noOTC	Shrub	Buddleja_salviifolia	3.5	5	36	30	3	0	5	2.2						
2022-01-23	noveg	noOTC	Shrub	Buddleja_salviifolia	3.5	5	36	16	1	0	3.5	3.53						
2022-03-22	noveg	noOTC	Shrub	Buddleja_salviifolia	3.5	5	36	9	1	0	2	3.55						
2021-11-17	noveg	noOTC	Shrub	Buddleja_loricata	3.5	12	25	600	2	9	10	4.97						
2022-01-23	noveg	noOTC	Shrub	Buddleja_loricata	3.5	12	46	484	11	6	7	3.49						
2022-03-22	noveg	noOTC	Shrub	Buddleja_loricata	3.5	12	40	400	10	3	7	6.83						
2021-11-17	noveg	noOTC	Geophyte	Scilla	3.5	4	9	16	4	NA	9	NA						
2022-01-23	noveg	noOTC	Geophyte	Scilla	3.5	4	13	49	5	NA	13	NA						
2022-03-22	noveg	noOTC	Geophyte	Scilla	3.5	4	16	121	4	NA	16	NA						
2021-11-17	noveg	noOTC	Geophyte	Kniphofia_lineariifolia	3.5	7	20	80	NA	NA	20	NA						
2022-01-23	noveg	noOTC	Geophyte	Kniphofia_lineariifolia	3.5	7	21	260	10	NA	21	NA						
2022-03-22	noveg	noOTC	Geophyte	Kniphofia_lineariifolia	3.5	7	30	1600	10	NA	30	NA						
2021-11-17	noveg	noOTC	Geophyte	Crinum_bulbispermum	3.5	10	16	30	5	NA	16	NA						
2022-01-23	noveg	noOTC	Geophyte	Crinum_bulbispermum	3.5	10	95	5	NA	NA	95	NA						
2022-03-22	noveg	noOTC	Geophyte	Crinum_bulbispermum	3.5	10	20	120	NA	NA	20	NA						
2021-11-17	noveg	noOTC	Grass	Eragrostis_capensis	3.5	3	45	130	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Grass	Eragrostis_capensis	3.5	3	49	196	NA	NA	NA	NA						
2022-03-22	noveg	noOTC	Grass	Eragrostis_capensis	3.5	3	48	180	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Grass	Aristidia_juciformis	3.5	8	20	25	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Grass	Aristidia_juciformis	3.5	8	NA	NA	NA	NA	NA	NA						
2022-03-22	noveg	noOTC	Grass	Aristidia_juciformis	3.5	8	NA	NA	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Grass	Melinis_nerviglumis_	3.5	9	17	90	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Grass	Melinis_nerviglumis_	3.5	9	8	81	NA	NA	NA	NA						
2022-03-22	noveg	noOTC	Grass	Melinis_nerviglumis_	3.5	9	7	25	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Succulent	Aloe_maculata	3.6	1	8	182	10	NA	8	NA						
2022-01-23	noveg	withOTC	Succulent	Aloe_maculata	3.6	1	7	225	14	NA	8	NA						
2022-03-22	noveg	withOTC	Succulent	Aloe_maculata	3.6	1	12	484	16	NA	11	NA						
2021-11-17	noveg	withOTC	Succulent	Cotyledon_orbiculata	3.6	6	NA	NA	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Succulent	Cotyledon_orbiculata	3.6	6	9	48	10	NA	5	NA						
2022-03-22	noveg	withOTC	Succulent	Cotyledon_orbiculata	3.6	6	10	108	11	NA	10	NA						
2021-11-17	noveg	withOTC	Succulent	Euphorbia_clavarioides	3.6	11	NA	NA	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Succulent	Euphorbia_clavarioides	3.6	11	4.5	156	NA	NA	4.5	NA						
2022-03-22	noveg	withOTC	Succulent	Euphorbia_clavarioides	3.6	11	NA	NA	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Shrub	Cotoneaster	3.6	2	33	100	2	4	2.5	5.66						
2022-01-23	noveg	withOTC	Shrub	Cotoneaster	3.6	2	31	80	4	3	2	5.63						
2022-03-22	noveg	withOTC	Shrub	Cotoneaster	3.6	2	32	72	3	1	2	5.54						
2021-11-17	noveg	withOTC	Shrub	Buddleja_loricata	3.6	5	40	1596	25	15	7	7.6						
2022-01-23	noveg	withOTC	Shrub	Buddleja_loricata	3.6	5	48	2139	18	9	8	6.65						
2022-03-22	noveg	withOTC	Shrub	Buddleja_loricata	3.6	5	58	2100	19	10	8	8.95						
2021-11-17	noveg	withOTC	Shrub	Leucosidea	3.6	12	65	243	9	6	3	4.4						
2022-01-23	noveg	withOTC	Shrub	Leucosidea	3.6	12	52	312	15	6	5	4.2						
2022-03-22	noveg	withOTC	Shrub	Leucosidea	3.6	12	NA	NA	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Geophyte	Scilla	3.6	4	6	9	5	NA	6	NA						
2022-01-23	noveg	withOTC	Geophyte	Scilla	3.6	4	14	462	7	NA	14	NA						
2022-03-22	noveg	withOTC	Geophyte	Scilla	3.6	4	10	1024	7	NA	20	NA						
2021-11-17	noveg	withOTC	Geophyte	Dierama	3.6	7	30	2	2	NA	30	NA						
2022-01-23	noveg	withOTC	Geophyte	Dierama	3.6	7	27	0.025	1	NA	27	NA						
2022-03-22	noveg	withOTC	Geophyte	Dierama	3.6	7	NA	NA	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Geophyte	Xerophyta_viscosa	3.6	10	10	100	NA	NA	10	NA						
2022-01-23	noveg	withOTC	Geophyte	Xerophyta_viscosa	3.6	10	10	100	NA	NA	10	NA						
2022-03-22	noveg	withOTC	Geophyte	Xerophyta_viscosa	3.6	10	NA	NA	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Grass	Eragrostis_capensis	3.6	3	35	400	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Grass	Eragrostis_capensis	3.6	3	41	299	NA	NA	NA	NA						
2022-03-22	noveg	withOTC	Grass	Eragrostis_capensis	3.6	3	61	510	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Grass	Aristidia_juciformis	3.6	8	40	400	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Grass	Aristidia_juciformis	3.6	8	40	75	NA	NA	NA	NA						
2022-03-22	noveg	withOTC	Grass	Aristidia_juciformis	3.6	8	30	361	NA	NA	2.5	NA						
2021-11-17	noveg	withOTC	Grass	Melinis_nerviglumis_	3.6	9	20	400	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Grass	Melinis_nerviglumis_	3.6	9	20	169	NA	NA	NA	NA						
2022-03-22	noveg	withOTC	Grass	Melinis_nerviglumis_	3.6	9	NA	NA	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Succulent	Aloe_maculata	4.1	1	6	400	15	NA	6	NA						
2022-01-23	noveg	withOTC	Succulent	Aloe_maculata	4.1	1	8	400	12	NA	8	NA						
2022-03-22	noveg	withOTC	Succulent	Aloe_maculata	4.1	1	9	441	14	NA	9	NA						
2021-11-17	noveg	withOTC	Succulent	Euphorbia_pulvinata	4.1	6	6	192	NA	NA	6	NA						
2022-01-23	noveg	withOTC	Succulent	Euphorbia_pulvinata	4.1	6	7	210	NA	NA	7	NA						
2022-03-22	noveg	withOTC	Succulent	Euphorbia_pulvinata	4.1	6	8	256	NA	NA	8	NA						
2021-11-17	noveg	withOTC	Succulent	Euphorbia_clavarioides	4.1	11	NA	NA	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Succulent	Euphorbia_clavarioides	4.1	11	2	121	NA	NA	2	NA						
2022-03-22	noveg	withOTC	Succulent	Euphorbia_clavarioides	4.1	11	1	81	NA	NA	1	NA						
2021-11-17	noveg	withOTC	Shrub	Rosa_rubigosa	4.1	2	8	16	4	0	1	1.5						
2022-01-23	noveg	withOTC	Shrub	Rosa_rubigosa	4.1	2	NA	NA	NA	NA	NA	NA						
2022-03-22	noveg	withOTC	Shrub	Rosa_rubigosa	4.1	2	NA	NA	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Shrub	Leucosidea	4.1	5	NA	NA	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Shrub	Leucosidea	4.1	5	27	425	12	3	3.5	9.12						
2022-03-22	noveg	withOTC	Shrub	Leucosidea	4.1	5	20	240	25	2	2.2	5.44						
2021-11-17	noveg	withOTC	Shrub	Buddleja_loricata	4.1	12	55	600	12	10	11.97	NA						
2022-01-23	noveg	withOTC	Shrub	Buddleja_loricata	4.1	12	60	812	16	10	8	9.26						
2022-03-22	noveg	withOTC	Shrub	Buddleja_loricata	4.1	12	60	1122	25	4	7.5	11.64						
2021-11-17	noveg	withOTC	Geophyte	Scilla	4.1	4	NA	NA	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Geophyte	Scilla	4.1	4	7	40	2	NA	7	NA						
2022-03-22	noveg	withOTC	Geophyte	Scilla	4.1	4	13	52	NA	NA	13	NA						
2021-11-17	noveg	withOTC	Geophyte	Dierama	4.1	7	15	0.25	NA	NA	15	NA						
2022-01-23	noveg	withOTC	Geophyte	Dierama	4.1	7	19	0.25	2	NA	19	NA						
2022-03-22	noveg	withOTC	Geophyte	Dierama	4.1	7	19	3	NA	NA	19	NA						
2021-11-17	noveg	withOTC	Geophyte	Crinum_bulbispermum	4.1	10	15	9	NA	NA	15	NA						
2022-01-23	noveg	withOTC	Geophyte	Crinum_bulbispermum	4.1	10	25	91	3	NA	25	NA						
2022-03-22	noveg	withOTC	Geophyte	Crinum_bulbispermum	4.1	10	25	112	NA	NA	25	NA						
2021-11-17	noveg	withOTC	Grass	Eragrostis_capensis	4.1	3	NA	NA	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Grass	Eragrostis_capensis	4.1	3	61	625	NA	NA	NA	NA						
2022-03-22	noveg	withOTC	Grass	Eragrostis_capensis	4.1	3	62	900	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Grass	Aristidia_juciformis	4.1	8	25	100	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Grass	Aristidia_juciformis	4.1	8	35	154	NA	NA	NA	NA						
2022-03-22	noveg	withOTC	Grass	Aristidia_juciformis	4.1	8	40	169	NA	NA	NA	NA						
2021-11-17	noveg	withOTC	Grass	Melinis_nerviglumis_	4.1	9	20	196	NA	NA	NA	NA						
2022-01-23	noveg	withOTC	Grass	Melinis_nerviglumis_	4.1	9	27	154	NA	NA	NA	NA						
2022-03-22	noveg	withOTC	Grass	Melinis_nerviglumis_	4.1	9	22	420	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Succulent	Aloe_maculata	4.2	1	9	196	NA	NA	9	NA						
2022-01-23	noveg	noOTC	Succulent	Aloe_maculata	4.2	1	7	169	8	NA	7	NA						
2022-03-22	noveg	noOTC	Succulent	Aloe_maculata	4.2	1	8	144	10	NA	8	NA						
2021-11-17	noveg	noOTC	Succulent	Euphorbia_pulvinata	4.2	6	7	180	NA	NA	7	NA						
2022-01-23	noveg	noOTC	Succulent	Euphorbia_pulvinata	4.2	6	8	182	NA	NA	8	NA						
2022-03-22	noveg	noOTC	Succulent	Euphorbia_pulvinata	4.2	6	8	196	NA	NA	8	NA						
2021-11-17	noveg	noOTC	Succulent	Euphorbia_clavarioides	4.2	11	NA	NA	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Succulent	Euphorbia_clavarioides	4.2	11	6	154	NA	NA	6	NA						
2022-03-22	noveg	noOTC	Succulent	Euphorbia_clavarioides	4.2	11	5	196	NA	NA	5	NA						
2021-11-17	noveg	noOTC	Shrub	Cotoneaster	4.2	2	9	35	10	4	1	2.04						
2022-01-23	noveg	noOTC	Shrub	Cotoneaster	4.2	2	0	20	6	2	1	1.55						
2022-03-22	noveg	noOTC	Shrub	Cotoneaster	4.2	2	7	9	4	2	0.5	2.68						
2021-11-17	noveg	noOTC	Shrub	Buddleja_salvifolia	4.2	5	27	16	1	0	1	3.83						
2022-01-23	noveg	noOTC	Shrub	Buddleja_salvifolia	4.2	5	NA	NA	NA	NA	NA	NA						
2022-03-22	noveg	noOTC	Shrub	Buddleja_salvifolia	4.2	5	NA	NA	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Shrub	Buddleja_loricata	4.2	12	65	330	7	3	10	7.41						
2022-01-23	noveg	noOTC	Shrub	Buddleja_loricata	4.2	12	59	360	10	6	8	7.07						
2022-03-22	noveg	noOTC	Shrub	Buddleja_loricata	4.2	12	58	240	11	3	6	8.31						
2021-11-17	noveg	noOTC	Geophyte	Kniphofia_lineariifolia	4.2	7	8	25	4	NA	4	NA						
2022-01-23	noveg	noOTC	Geophyte	Kniphofia_lineariifolia	4.2	7	8	10	NA	NA	8	NA						
2022-03-22	noveg	noOTC	Geophyte	Kniphofia_lineariifolia	4.2	7	8	36	9	NA	8	NA						
2021-11-17	noveg	noOTC	Geophyte	Crinum_bulbispermum	4.2	10	22	100	4	NA	10	NA						
2022-01-23	noveg	noOTC	Geophyte	Crinum_bulbispermum	4.2	10	20	100	5	NA	20	NA						
2022-03-22	noveg	noOTC	Geophyte	Crinum_bulbispermum	4.2	10	15	75	5	NA	15	NA						
2021-11-17	noveg	noOTC	Geophyte	Scilla	4.2	4	6	9	3	NA	6	NA						
2022-01-23	noveg	noOTC	Geophyte	Scilla	4.2	4	10	144	6	NA	7	NA						
2022-03-22	noveg	noOTC	Geophyte	Scilla	4.2	4	6	900	6	NA	16	NA						
2021-11-17	noveg	noOTC	Grass	Aristidia_juciformis	4.2	8	50	280	4	NA	NA	NA						
2022-01-23	noveg	noOTC	Grass	Aristidia_juciformis	4.2	8	40	289	NA	NA	NA	NA						
2022-03-22	noveg	noOTC	Grass	Aristidia_juciformis	4.2	8	40	208	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Grass	Melinis_nerviglumis_	4.2	9	15	170	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Grass	Melinis_nerviglumis_	4.2	9	15	285	NA	NA	NA	NA						
2022-03-22	noveg	noOTC	Grass	Melinis_nerviglumis_	4.2	9	14	225	NA	NA	NA	NA						
2021-11-17	noveg	noOTC	Grass	Eragrostis_capensis	4.2	3	50	360	NA	NA	NA	NA						
2022-01-23	noveg	noOTC	Grass	Eragrostis_capensis	4.2	3	27	84	NA	NA	NA	NA						
2022-03-22	noveg	noOTC	Grass	Eragrostis_capensis	4.2	3	23	225	NA	NA	NA	NA						
2021-11-17	withveg	noOTC	Succulent	Aloe_maculata	4.4	1	3	36	5	NA	5	NA						
2022-01-23	withveg	noOTC	Succulent	Aloe_maculata	4.4	1	3	77	5	NA	5	NA						
2022-03-22	withveg	noOTC	Succulent	Aloe_maculata	4.4	1	5	64	4	NA	6	NA						
2021-11-17	withveg	noOTC	Succulent	Euphorbia_pulvinata	4.4	6	10	304	3	NA	10	NA						
2022-01-23	withveg	noOTC	Succulent	Euphorbia_pulvinata	4.4	6	8	252	NA	NA	8	NA						
